"userName","userId","rating","movieId"
"Mr. Jason Love","2","2.0","405"
"Mr. Jason Love","2","3.0","410"
"Mr. Jason Love","2","4.0","454"
"Mr. Jason Love","2","3.0","457"
"Mr. Jason Love","2","4.0","468"
"Mr. Jason Love","2","2.0","474"
"Mr. Jason Love","2","4.0","480"
"Mr. Jason Love","2","3.0","485"
"Angela Thompson","3","3.5","44191"
"Angela Thompson","3","5.0","1197"
"Angela Thompson","3","3.0","866"
"Angela Thompson","3","4.0","1235"
"Angela Thompson","3","3.0","1210"
"Angela Thompson","3","2.0","595"
"Angela Thompson","3","3.0","593"
"Angela Thompson","3","4.0","778"
"Angela Thompson","3","3.5","736"
"Angela Thompson","3","4.0","2028"
"Angela Thompson","3","4.0","1884"
"Angela Thompson","3","3.0","2513"
"Angela Thompson","3","4.0","2318"
"Angela Thompson","3","4.0","1378"
"Angela Thompson","3","3.0","1271"
"Angela Thompson","3","4.5","1721"
"Angela Thompson","3","3.5","1580"
"Angela Thompson","3","4.0","2841"
"Angela Thompson","3","4.0","2858"
"Angela Thompson","3","5.0","2959"
"Angela Thompson","3","3.0","3243"
"Angela Thompson","3","3.0","2694"
"Angela Thompson","3","3.5","2702"
"Angela Thompson","3","3.0","2716"
"Angela Thompson","3","3.5","2762"
"Angela Thompson","3","3.0","6377"
"Angela Thompson","3","2.5","7153"
"Angela Thompson","3","3.0","7361"
"Angela Thompson","3","3.5","8622"
"Angela Thompson","3","4.0","3510"
"Angela Thompson","3","5.0","3949"
"Angela Thompson","3","3.0","5349"
"Angela Thompson","3","3.5","5669"
"Angela Thompson","3","3.5","247"
"Angela Thompson","3","3.0","267"
"Angela Thompson","3","3.0","60"
"Angela Thompson","3","4.0","110"
"Angela Thompson","3","3.0","588"
"Angela Thompson","3","3.0","592"
"Angela Thompson","3","2.5","377"
"Angela Thompson","3","3.0","527"
"Angela Thompson","3","2.5","355"
"Angela Thompson","3","5.0","356"
"Angela Thompson","3","4.5","296"
"Angela Thompson","3","5.0","318"
"Angela Thompson","3","3.0","58559"
"Angela Thompson","3","4.5","50068"
"Angela Thompson","3","4.0","84236"
"Angela Thompson","3","3.5","27369"
"Angela Thompson","3","3.0","8636"
"Angela Thompson","3","4.5","48783"
"Jessica Sherman","4","3.0","1372"
"Jessica Sherman","4","4.0","1371"
"Jessica Sherman","4","4.0","1356"
"Jessica Sherman","4","5.0","1344"
"Jessica Sherman","4","5.0","1334"
"Jessica Sherman","4","4.0","1332"
"Jessica Sherman","4","4.0","1307"
"Jessica Sherman","4","4.0","1298"
"Jessica Sherman","4","5.0","1291"
"Jessica Sherman","4","5.0","1288"
"Jessica Sherman","4","4.0","1285"
"Jessica Sherman","4","5.0","1282"
"Jessica Sherman","4","5.0","1278"
"Jessica Sherman","4","5.0","1270"
"Jessica Sherman","4","5.0","1265"
"Jessica Sherman","4","4.0","1259"
"Jessica Sherman","4","5.0","1257"
"Jessica Sherman","4","5.0","1258"
"Jessica Sherman","4","5.0","1240"
"Jessica Sherman","4","5.0","1243"
"Jessica Sherman","4","5.0","1225"
"Jessica Sherman","4","5.0","1230"
"Jessica Sherman","4","5.0","1220"
"Jessica Sherman","4","5.0","1222"
"Jessica Sherman","4","5.0","1214"
"Jessica Sherman","4","5.0","1219"
"Jessica Sherman","4","5.0","1210"
"Jessica Sherman","4","5.0","1213"
"Jessica Sherman","4","5.0","1206"
"Jessica Sherman","4","5.0","1208"
"Jessica Sherman","4","5.0","1198"
"Jessica Sherman","4","5.0","1200"
"Jessica Sherman","4","4.0","2033"
"Jessica Sherman","4","4.0","2021"
"Jessica Sherman","4","5.0","2046"
"Jessica Sherman","4","4.0","2034"
"Jessica Sherman","4","4.0","2014"
"Jessica Sherman","4","5.0","2005"
"Jessica Sherman","4","4.0","2020"
"Jessica Sherman","4","5.0","2018"
"Jessica Sherman","4","5.0","2000"
"Jessica Sherman","4","5.0","1994"
"Jessica Sherman","4","2.0","2003"
"Jessica Sherman","4","3.0","2002"
"Jessica Sherman","4","5.0","1961"
"Jessica Sherman","4","5.0","1954"
"Jessica Sherman","4","5.0","1968"
"Jessica Sherman","4","3.0","1967"
"Jessica Sherman","4","5.0","1858"
"Jessica Sherman","4","4.0","1917"
"Jessica Sherman","4","2.0","1918"
"Jessica Sherman","4","5.0","1953"
"Jessica Sherman","4","5.0","1580"
"Jessica Sherman","4","4.0","1663"
"Jessica Sherman","4","5.0","1674"
"Jessica Sherman","4","1.0","1805"
"Jessica Sherman","4","5.0","1387"
"Jessica Sherman","4","4.0","1388"
"Jessica Sherman","4","5.0","1396"
"Jessica Sherman","4","3.0","1544"
"Jessica Sherman","4","4.0","1374"
"Jessica Sherman","4","3.0","1376"
"Jessica Sherman","4","3.0","1377"
"Jessica Sherman","4","5.0","1380"
"Jessica Sherman","4","1.0","435"
"Jessica Sherman","4","4.0","434"
"Jessica Sherman","4","3.0","431"
"Jessica Sherman","4","3.0","410"
"Jessica Sherman","4","5.0","480"
"Jessica Sherman","4","4.0","464"
"Jessica Sherman","4","4.0","442"
"Jessica Sherman","4","4.0","440"
"Jessica Sherman","4","5.0","356"
"Jessica Sherman","4","5.0","349"
"Jessica Sherman","4","3.0","329"
"Jessica Sherman","4","5.0","296"
"Jessica Sherman","4","3.0","380"
"Jessica Sherman","4","4.0","367"
"Jessica Sherman","4","5.0","364"
"Jessica Sherman","4","5.0","357"
"Jessica Sherman","4","5.0","141"
"Jessica Sherman","4","4.0","153"
"Jessica Sherman","4","5.0","34"
"Jessica Sherman","4","5.0","112"
"Jessica Sherman","4","5.0","260"
"Jessica Sherman","4","4.0","289"
"Jessica Sherman","4","3.0","173"
"Jessica Sherman","4","3.0","185"
"Jessica Sherman","4","4.0","10"
"Jessica Sherman","4","5.0","1097"
"Jessica Sherman","4","5.0","1089"
"Jessica Sherman","4","5.0","1127"
"Jessica Sherman","4","5.0","1125"
"Jessica Sherman","4","5.0","1194"
"Jessica Sherman","4","5.0","1136"
"Jessica Sherman","4","5.0","1197"
"Jessica Sherman","4","5.0","1196"
"Jessica Sherman","4","5.0","1030"
"Jessica Sherman","4","5.0","1028"
"Jessica Sherman","4","5.0","1032"
"Jessica Sherman","4","5.0","1031"
"Jessica Sherman","4","5.0","1036"
"Jessica Sherman","4","5.0","1033"
"Jessica Sherman","4","5.0","1079"
"Jessica Sherman","4","5.0","1073"
"Jessica Sherman","4","5.0","858"
"Jessica Sherman","4","5.0","903"
"Jessica Sherman","4","4.0","910"
"Jessica Sherman","4","5.0","913"
"Jessica Sherman","4","5.0","919"
"Jessica Sherman","4","4.0","1011"
"Jessica Sherman","4","4.0","1016"
"Jessica Sherman","4","5.0","1022"
"Jessica Sherman","4","5.0","541"
"Jessica Sherman","4","5.0","588"
"Jessica Sherman","4","5.0","589"
"Jessica Sherman","4","3.0","590"
"Jessica Sherman","4","5.0","594"
"Jessica Sherman","4","5.0","596"
"Jessica Sherman","4","4.0","610"
"Jessica Sherman","4","5.0","616"
"Jessica Sherman","4","2.0","4006"
"Jessica Sherman","4","3.0","3263"
"Jessica Sherman","4","5.0","3265"
"Jessica Sherman","4","4.0","3071"
"Jessica Sherman","4","5.0","3060"
"Jessica Sherman","4","5.0","3040"
"Jessica Sherman","4","4.0","3039"
"Jessica Sherman","4","5.0","3034"
"Jessica Sherman","4","3.0","3016"
"Jessica Sherman","4","5.0","2991"
"Jessica Sherman","4","5.0","2987"
"Jessica Sherman","4","4.0","3255"
"Jessica Sherman","4","5.0","3251"
"Jessica Sherman","4","4.0","3210"
"Jessica Sherman","4","2.0","3208"
"Jessica Sherman","4","4.0","3169"
"Jessica Sherman","4","5.0","3108"
"Jessica Sherman","4","4.0","3104"
"Jessica Sherman","4","4.0","3101"
"Jessica Sherman","4","4.0","2124"
"Jessica Sherman","4","5.0","2140"
"Jessica Sherman","4","5.0","2114"
"Jessica Sherman","4","5.0","2115"
"Jessica Sherman","4","5.0","2144"
"Jessica Sherman","4","5.0","2161"
"Jessica Sherman","4","4.0","2141"
"Jessica Sherman","4","4.0","2143"
"Jessica Sherman","4","5.0","2194"
"Jessica Sherman","4","4.0","2248"
"Jessica Sherman","4","5.0","2174"
"Jessica Sherman","4","3.0","2193"
"Jessica Sherman","4","5.0","2289"
"Jessica Sherman","4","4.0","2348"
"Jessica Sherman","4","5.0","2723"
"Jessica Sherman","4","4.0","2734"
"Jessica Sherman","4","4.0","2699"
"Jessica Sherman","4","5.0","2716"
"Jessica Sherman","4","3.0","2659"
"Jessica Sherman","4","4.0","2683"
"Jessica Sherman","4","5.0","2628"
"Jessica Sherman","4","5.0","2640"
"Jessica Sherman","4","4.0","2551"
"Jessica Sherman","4","1.0","2616"
"Jessica Sherman","4","5.0","2454"
"Jessica Sherman","4","5.0","2467"
"Jessica Sherman","4","5.0","2406"
"Jessica Sherman","4","4.0","2409"
"Jessica Sherman","4","4.0","2371"
"Jessica Sherman","4","4.0","2403"
"Jessica Sherman","4","3.0","2986"
"Jessica Sherman","4","5.0","2968"
"Jessica Sherman","4","5.0","2918"
"Jessica Sherman","4","4.0","2916"
"Jessica Sherman","4","1.0","2903"
"Jessica Sherman","4","2.0","2902"
"Jessica Sherman","4","5.0","2877"
"Jessica Sherman","4","5.0","2872"
"Jessica Sherman","4","3.0","2867"
"Jessica Sherman","4","3.0","2822"
"Jessica Sherman","4","5.0","2804"
"Jessica Sherman","4","5.0","2797"
"Jessica Sherman","4","4.0","2795"
"Jessica Sherman","4","5.0","2791"
"Jessica Sherman","4","5.0","2788"
"Jessica Sherman","4","1.0","2770"
"Jessica Sherman","4","5.0","2102"
"Jessica Sherman","4","4.0","2105"
"Jessica Sherman","4","5.0","2109"
"Jessica Sherman","4","3.0","2110"
"Jessica Sherman","4","5.0","2091"
"Jessica Sherman","4","4.0","2094"
"Jessica Sherman","4","5.0","2096"
"Jessica Sherman","4","5.0","2100"
"Jessica Sherman","4","4.0","2081"
"Jessica Sherman","4","5.0","2085"
"Jessica Sherman","4","5.0","2086"
"Jessica Sherman","4","5.0","2087"
"Jessica Sherman","4","3.0","2054"
"Jessica Sherman","4","5.0","2064"
"Jessica Sherman","4","5.0","2078"
"Jessica Sherman","4","5.0","2080"
"Jessica Sherman","4","5.0","2268"
"Jessica Sherman","4","3.0","2263"
"Oscar Harmon","5","4.0","141"
"Oscar Harmon","5","4.0","150"
"Oscar Harmon","5","4.0","39"
"Oscar Harmon","5","4.0","104"
"Oscar Harmon","5","4.0","3"
"Oscar Harmon","5","4.0","377"
"Oscar Harmon","5","4.0","440"
"Oscar Harmon","5","4.0","364"
"Oscar Harmon","5","4.0","367"
"Oscar Harmon","5","3.5","344"
"Oscar Harmon","5","4.0","356"
"Oscar Harmon","5","3.5","231"
"Oscar Harmon","5","4.5","277"
"Oscar Harmon","5","4.0","1721"
"Oscar Harmon","5","4.0","1777"
"Oscar Harmon","5","4.5","1784"
"Oscar Harmon","5","4.5","1923"
"Oscar Harmon","5","3.5","1393"
"Oscar Harmon","5","4.5","1485"
"Oscar Harmon","5","3.5","1544"
"Oscar Harmon","5","4.0","1682"
"Oscar Harmon","5","5.0","2081"
"Oscar Harmon","5","4.0","2273"
"Oscar Harmon","5","4.0","2294"
"Oscar Harmon","5","3.5","2355"
"Oscar Harmon","5","4.0","1961"
"Oscar Harmon","5","4.0","1968"
"Oscar Harmon","5","3.5","1997"
"Oscar Harmon","5","1.5","2023"
"Oscar Harmon","5","3.5","788"
"Oscar Harmon","5","5.0","597"
"Oscar Harmon","5","3.5","903"
"Oscar Harmon","5","2.5","858"
"Oscar Harmon","5","4.0","586"
"Oscar Harmon","5","4.5","500"
"Oscar Harmon","5","4.0","595"
"Oscar Harmon","5","3.5","588"
"Oscar Harmon","5","4.0","1247"
"Oscar Harmon","5","2.5","1221"
"Oscar Harmon","5","5.0","1380"
"Oscar Harmon","5","4.0","1307"
"Oscar Harmon","5","4.0","1022"
"Oscar Harmon","5","4.0","919"
"Oscar Harmon","5","3.0","1193"
"Oscar Harmon","5","5.0","1035"
"Oscar Harmon","5","3.5","2997"
"Oscar Harmon","5","3.5","3114"
"Oscar Harmon","5","3.5","3176"
"Oscar Harmon","5","4.0","3408"
"Oscar Harmon","5","3.5","3753"
"Oscar Harmon","5","4.0","41566"
"Oscar Harmon","5","4.0","41569"
"Oscar Harmon","5","4.5","48385"
"Oscar Harmon","5","4.0","33679"
"Oscar Harmon","5","4.5","34162"
"Oscar Harmon","5","4.0","35836"
"Oscar Harmon","5","4.5","40819"
"Oscar Harmon","5","2.5","6711"
"Oscar Harmon","5","4.0","6502"
"Oscar Harmon","5","4.0","8376"
"Oscar Harmon","5","4.0","6942"
"Oscar Harmon","5","3.5","6218"
"Oscar Harmon","5","4.0","5995"
"Oscar Harmon","5","4.0","6377"
"Oscar Harmon","5","4.0","6373"
"Oscar Harmon","5","4.5","30749"
"Oscar Harmon","5","4.5","30707"
"Oscar Harmon","5","5.0","33166"
"Oscar Harmon","5","3.5","30793"
"Oscar Harmon","5","3.5","8622"
"Oscar Harmon","5","4.0","8464"
"Oscar Harmon","5","4.0","8644"
"Oscar Harmon","5","4.5","8636"
"Oscar Harmon","5","3.5","4718"
"Oscar Harmon","5","3.0","4963"
"Oscar Harmon","5","3.5","4308"
"Oscar Harmon","5","4.5","4447"
"Oscar Harmon","5","4.5","4025"
"Oscar Harmon","5","3.5","4306"
"Oscar Harmon","5","4.0","4018"
"Oscar Harmon","5","3.5","4022"
"Oscar Harmon","5","4.5","5679"
"Oscar Harmon","5","3.0","5816"
"Oscar Harmon","5","4.0","5464"
"Oscar Harmon","5","3.5","5669"
"Oscar Harmon","5","4.5","5299"
"Oscar Harmon","5","4.5","5349"
"Oscar Harmon","5","4.5","4995"
"Oscar Harmon","5","3.5","5266"
"Oscar Harmon","5","3.5","2918"
"Oscar Harmon","5","3.5","2770"
"Oscar Harmon","5","3.5","2762"
"Oscar Harmon","5","4.0","2706"
"Oscar Harmon","5","4.5","2694"
"Oscar Harmon","5","4.0","2683"
"Oscar Harmon","5","3.5","2502"
"Oscar Harmon","5","4.0","2424"
"Oscar Harmon","5","4.0","4014"
"Oscar Harmon","5","3.5","3948"
"Oscar Harmon","5","4.5","3897"
"Jessica Wilson","6","3.5","2502"
"Jessica Wilson","6","3.0","2528"
"Jessica Wilson","6","4.0","2529"
"Jessica Wilson","6","1.0","2571"
"Jessica Wilson","6","3.0","2001"
"Jessica Wilson","6","4.0","2019"
"Jessica Wilson","6","4.0","2072"
"Jessica Wilson","6","4.0","2174"
"Jessica Wilson","6","2.0","1687"
"Jessica Wilson","6","2.0","1747"
"Jessica Wilson","6","0.5","1876"
"Jessica Wilson","6","3.0","1909"
"Jessica Wilson","6","4.5","1276"
"Jessica Wilson","6","4.5","1285"
"Jessica Wilson","6","2.0","1358"
"Jessica Wilson","6","2.0","1639"
"Jessica Wilson","6","5.0","7153"
"Jessica Wilson","6","3.0","7090"
"Jessica Wilson","6","3.5","8368"
"Jessica Wilson","6","4.0","7361"
"Jessica Wilson","6","1.5","4641"
"Jessica Wilson","6","1.5","3751"
"Jessica Wilson","6","5.0","5952"
"Jessica Wilson","6","1.5","4975"
"Jessica Wilson","6","1.0","3052"
"Jessica Wilson","6","3.0","2890"
"Jessica Wilson","6","3.5","3300"
"Jessica Wilson","6","4.0","3114"
"Jessica Wilson","6","4.0","2692"
"Jessica Wilson","6","2.0","2657"
"Jessica Wilson","6","4.5","2761"
"Jessica Wilson","6","3.0","2723"
"Jessica Wilson","6","4.5","8874"
"Jessica Wilson","6","4.0","8636"
"Jessica Wilson","6","3.0","8784"
"Jessica Wilson","6","4.0","596"
"Jessica Wilson","6","5.0","293"
"Jessica Wilson","6","2.0","173"
"Jessica Wilson","6","2.0","158"
"Jessica Wilson","6","4.5","1259"
"Jessica Wilson","6","4.5","1250"
"Jessica Wilson","6","5.0","1204"
"Jessica Wilson","6","4.0","903"
"Jessica Wilson","6","4.0","111"
"Kyle Bailey","7","2.0","198"
"Kyle Bailey","7","3.0","207"
"Kyle Bailey","7","4.0","141"
"Kyle Bailey","7","4.0","151"
"Kyle Bailey","7","5.0","110"
"Kyle Bailey","7","4.0","112"
"Kyle Bailey","7","4.0","40"
"Kyle Bailey","7","3.0","104"
"Kyle Bailey","7","3.0","31"
"Kyle Bailey","7","4.0","34"
"Kyle Bailey","7","3.0","10"
"Kyle Bailey","7","3.0","21"
"Kyle Bailey","7","3.0","1"
"Kyle Bailey","7","3.0","500"
"Kyle Bailey","7","4.0","480"
"Kyle Bailey","7","4.0","380"
"Kyle Bailey","7","3.0","377"
"Kyle Bailey","7","3.0","367"
"Kyle Bailey","7","3.0","364"
"Kyle Bailey","7","3.0","357"
"Kyle Bailey","7","3.0","356"
"Kyle Bailey","7","3.0","355"
"Kyle Bailey","7","3.0","345"
"Kyle Bailey","7","3.0","333"
"Kyle Bailey","7","3.0","329"
"Kyle Bailey","7","5.0","318"
"Kyle Bailey","7","2.0","316"
"Kyle Bailey","7","3.0","272"
"Kyle Bailey","7","5.0","260"
"Kyle Bailey","7","3.0","539"
"Kyle Bailey","7","4.0","534"
"Kyle Bailey","7","4.0","551"
"Kyle Bailey","7","4.0","541"
"Kyle Bailey","7","3.0","589"
"Kyle Bailey","7","4.0","588"
"Kyle Bailey","7","3.0","592"
"Kyle Bailey","7","4.0","590"
"Kyle Bailey","7","3.0","595"
"Kyle Bailey","7","5.0","1405"
"Kyle Bailey","7","3.0","1394"
"Kyle Bailey","7","1.0","1408"
"Kyle Bailey","7","4.0","1374"
"Kyle Bailey","7","2.0","1373"
"Kyle Bailey","7","3.0","1376"
"Kyle Bailey","7","3.0","1375"
"Kyle Bailey","7","3.0","1353"
"Kyle Bailey","7","3.0","1307"
"Kyle Bailey","7","3.0","1372"
"Kyle Bailey","7","3.0","1371"
"Kyle Bailey","7","4.0","1288"
"Kyle Bailey","7","3.0","1291"
"Kyle Bailey","7","3.0","1298"
"Kyle Bailey","7","4.0","1302"
"Kyle Bailey","7","3.0","1270"
"Kyle Bailey","7","4.0","1275"
"Kyle Bailey","7","3.0","1278"
"Kyle Bailey","7","4.0","1287"
"Kyle Bailey","7","5.0","1225"
"Kyle Bailey","7","4.0","1231"
"Kyle Bailey","7","4.0","1240"
"Kyle Bailey","7","5.0","1242"
"Kyle Bailey","7","5.0","1198"
"Kyle Bailey","7","5.0","1210"
"Kyle Bailey","7","4.0","1220"
"Kyle Bailey","7","5.0","1223"
"Kyle Bailey","7","3.0","1197"
"Kyle Bailey","7","5.0","1196"
"Kyle Bailey","7","5.0","1148"
"Kyle Bailey","7","4.0","1136"
"Kyle Bailey","7","3.0","1129"
"Kyle Bailey","7","3.0","1125"
"Kyle Bailey","7","3.0","1097"
"Kyle Bailey","7","4.0","1080"
"Kyle Bailey","7","4.0","1079"
"Kyle Bailey","7","3.0","1073"
"Kyle Bailey","7","3.0","1036"
"Kyle Bailey","7","4.0","924"
"Kyle Bailey","7","2.0","786"
"Kyle Bailey","7","3.0","780"
"Kyle Bailey","7","5.0","745"
"Kyle Bailey","7","1.0","737"
"Kyle Bailey","7","2.0","724"
"Kyle Bailey","7","1.0","736"
"Kyle Bailey","7","3.0","708"
"Kyle Bailey","7","5.0","720"
"Kyle Bailey","7","3.0","610"
"Kyle Bailey","7","4.0","671"
"Kyle Bailey","7","4.0","594"
"John Henderson","8","3.5","43556"
"John Henderson","8","3.0","43871"
"John Henderson","8","3.0","44004"
"John Henderson","8","3.5","34162"
"John Henderson","8","3.5","40583"
"John Henderson","8","3.5","40819"
"John Henderson","8","2.0","42007"
"John Henderson","8","3.5","32587"
"John Henderson","8","4.5","33166"
"John Henderson","8","4.5","33493"
"John Henderson","8","4.5","33794"
"John Henderson","8","2.5","8533"
"John Henderson","8","4.5","8784"
"John Henderson","8","4.0","8873"
"John Henderson","8","3.0","8874"
"John Henderson","8","4.0","7438"
"John Henderson","8","4.0","7361"
"John Henderson","8","4.0","7153"
"John Henderson","8","3.5","7143"
"John Henderson","8","3.0","6879"
"John Henderson","8","5.0","6874"
"John Henderson","8","4.0","6870"
"John Henderson","8","3.0","6378"
"John Henderson","8","4.0","6377"
"John Henderson","8","3.5","5989"
"John Henderson","8","4.0","5952"
"John Henderson","8","3.0","5669"
"John Henderson","8","4.0","5650"
"John Henderson","8","4.0","5630"
"John Henderson","8","4.0","5464"
"John Henderson","8","4.5","5445"
"John Henderson","8","5.0","5064"
"John Henderson","8","3.5","5378"
"John Henderson","8","3.5","4993"
"John Henderson","8","3.5","4995"
"John Henderson","8","4.5","4963"
"John Henderson","8","4.0","4973"
"John Henderson","8","3.5","4886"
"John Henderson","8","3.5","4896"
"John Henderson","8","4.0","4262"
"John Henderson","8","2.5","4448"
"John Henderson","8","4.5","4034"
"John Henderson","8","5.0","4226"
"John Henderson","8","4.5","4011"
"John Henderson","8","3.5","4019"
"John Henderson","8","4.0","3948"
"John Henderson","8","4.0","3996"
"John Henderson","8","4.5","457"
"John Henderson","8","4.0","356"
"John Henderson","8","2.0","524"
"John Henderson","8","3.5","520"
"John Henderson","8","2.0","282"
"John Henderson","8","3.5","260"
"John Henderson","8","5.0","318"
"John Henderson","8","4.0","296"
"John Henderson","8","3.5","805"
"John Henderson","8","4.0","628"
"John Henderson","8","3.5","1196"
"John Henderson","8","5.0","858"
"John Henderson","8","5.0","543"
"John Henderson","8","5.0","527"
"John Henderson","8","4.5","593"
"John Henderson","8","4.0","589"
"John Henderson","8","4.0","1225"
"John Henderson","8","4.0","1258"
"John Henderson","8","4.0","1259"
"John Henderson","8","5.0","47"
"John Henderson","8","2.5","45"
"John Henderson","8","4.0","110"
"John Henderson","8","5.0","50"
"John Henderson","8","5.0","32"
"John Henderson","8","3.0","2841"
"John Henderson","8","3.5","2804"
"John Henderson","8","5.0","2918"
"John Henderson","8","4.5","2858"
"John Henderson","8","4.5","3147"
"John Henderson","8","4.0","2959"
"John Henderson","8","3.5","3916"
"John Henderson","8","5.0","3578"
"John Henderson","8","5.0","2502"
"John Henderson","8","3.5","2423"
"John Henderson","8","3.5","2716"
"John Henderson","8","5.0","2571"
"John Henderson","8","2.5","2770"
"John Henderson","8","4.5","2762"
"John Henderson","8","3.5","2797"
"John Henderson","8","4.5","2791"
"John Henderson","8","4.0","2028"
"John Henderson","8","3.0","2100"
"John Henderson","8","3.0","2139"
"John Henderson","8","4.5","2194"
"John Henderson","8","4.5","2302"
"John Henderson","8","4.0","2324"
"John Henderson","8","5.0","2329"
"John Henderson","8","3.5","2353"
"John Henderson","8","3.5","1617"
"John Henderson","8","5.0","1625"
"John Henderson","8","4.0","1674"
"John Henderson","8","4.0","1704"
"John Henderson","8","3.0","1754"
"John Henderson","8","5.0","1777"
"John Henderson","8","3.5","1876"
"John Henderson","8","5.0","1961"
"John Henderson","8","0.5","1358"
"John Henderson","8","3.5","1302"
"John Henderson","8","4.0","1291"
"John Henderson","8","4.0","1270"
"John Henderson","8","3.0","1552"
"John Henderson","8","4.0","1500"
"John Henderson","8","3.0","1393"
"John Henderson","8","4.0","1387"
"John Henderson","8","4.0","1219"
"John Henderson","8","4.0","1210"
"John Henderson","8","4.0","1198"
"John Henderson","8","4.0","1197"
"John Henderson","8","3.0","1265"
"Tracey Irwin","9","4.0","2857"
"Tracey Irwin","9","4.0","2762"
"Tracey Irwin","9","3.0","2628"
"Tracey Irwin","9","5.0","2571"
"Tracey Irwin","9","4.0","2396"
"Tracey Irwin","9","4.0","2391"
"Tracey Irwin","9","4.0","2302"
"Tracey Irwin","9","2.0","2294"
"Tracey Irwin","9","2.0","2539"
"Tracey Irwin","9","4.0","2501"
"Tracey Irwin","9","3.0","2490"
"Tracey Irwin","9","2.0","2427"
"Tracey Irwin","9","4.0","2140"
"Tracey Irwin","9","4.0","2249"
"Tracey Irwin","9","4.0","2028"
"Tracey Irwin","9","4.0","2125"
"Tracey Irwin","9","4.0","2278"
"Tracey Irwin","9","4.0","2291"
"Tracey Irwin","9","3.0","2268"
"Tracey Irwin","9","3.0","2273"
"Tracey Irwin","9","4.0","1584"
"Tracey Irwin","9","4.0","1680"
"Tracey Irwin","9","3.0","1411"
"Tracey Irwin","9","2.0","1541"
"Tracey Irwin","9","3.0","1721"
"Tracey Irwin","9","5.0","1784"
"Tracey Irwin","9","5.0","1682"
"Tracey Irwin","9","4.0","1704"
